ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
10225002,HY411473,09/05/2015 10:13:00 AM,008XX S LAWNDALE AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1133,11,24,27,18,1151845,1896038,2015,02/10/2018 03:50:01 PM,41.8706018,-87.71799715,"(41.870601801, -87.717997147)",36,21572,28,704,14,30,16,141
10225003,HY412042,08/29/2015 05:00:00 AM,036XX N CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,FALSE,FALSE,1923,19,44,6,14,1168308,1924180,2015,02/10/2018 03:50:01 PM,41.94748541,-87.65674105,"(41.947485405, -87.656741053)",38,21186,57,691,25,53,5,12
10225004,HY411985,09/04/2015 07:00:00 PM,006XX E 79TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,624,6,6,69,11,1181733,1852762,2015,02/10/2018 03:50:01 PM,41.75120868,-87.60960718,"(41.751208679, -87.609607175)",31,21546,67,496,32,61,20,227
10225005,HY411868,09/05/2015 05:17:00 PM,114XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,531,5,9,49,08B,1178845,1829291,2015,02/10/2018 03:50:01 PM,41.68686737,-87.62090192,"(41.686867374, -87.620901922)",30,21861,45,253,43,19,10,265
10225007,HY412061,09/05/2015 08:40:00 PM,009XX W LAWRENCE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,1914,19,46,3,08B,1169093,1932065,2015,02/10/2018 03:50:01 PM,41.96910508,-87.65362572,"(41.96910508, -87.653625718)",37,22616,31,635,39,15,5,4
10225008,HY412000,09/05/2015 08:06:00 PM,122XX S LOWE AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,523,5,34,53,5,1174195,1823636,2015,02/10/2018 03:50:01 PM,41.67145342,-87.63809186,"(41.671453418, -87.638091856)",45,21861,50,60,22,19,10,218
10225010,HY411840,09/04/2015 09:00:00 PM,089XX S MARSHFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2221,22,21,73,14,1166909,1845325,2015,02/10/2018 03:50:01 PM,41.73112981,-87.66414166,"(41.73112981, -87.664141664)",18,21554,72,632,13,59,9,245
10225011,HY412048,09/05/2015 08:52:00 PM,016XX W GARFIELD BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),OTHER,TRUE,FALSE,715,7,15,67,18,1166194,1868100,2015,02/10/2018 03:50:01 PM,41.79364273,-87.66611382,"(41.793642732, -87.666113821)",19,22257,65,385,2,37,23,128
10225012,HY412057,09/05/2015 09:15:00 PM,069XX S NORMAL BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,732,7,6,68,08B,1174147,1858905,2015,02/10/2018 03:50:01 PM,41.76823755,-87.63722381,"(41.768237554, -87.637223806)",31,21559,66,479,32,11,17,214
10225013,HY411896,09/05/2015 05:36:00 PM,018XX W JACKSON BLVD,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CONSTRUCTION SITE,TRUE,FALSE,1225,12,2,28,04B,1164262,1898656,2015,02/10/2018 03:50:01 PM,41.87753252,-87.67233611,"(41.877532516, -87.672336114)",48,21184,29,90,46,28,15,139
10225014,HY412064,09/05/2015 09:25:00 PM,033XX W BRYN MAWR AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,TRUE,TRUE,1712,17,40,13,26,1152791,1937009,2015,02/10/2018 03:50:01 PM,41.98301096,-87.71343659,"(41.983010955, -87.713436586)",46,4450,13,799,38,20,1,48
10225015,HY412040,09/05/2015 09:04:00 PM,008XX E 79TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,624,6,6,69,08B,1183016,1852803,2015,02/10/2018 03:50:01 PM,41.75129148,-87.60490439,"(41.751291477, -87.604904392)",31,21546,67,497,35,61,20,227
10225017,HY412070,09/05/2015 09:14:00 PM,015XX E 76TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,411,4,5,43,14,1187808,1854564,2015,02/10/2018 03:50:01 PM,41.75601115,-87.58728834,"(41.756011153, -87.587288339)",32,21546,39,188,33,61,19,224
10225019,HY411971,09/05/2015 07:26:00 PM,087XX S ESCANABA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,423,4,10,46,14,1196907,1847521,2015,02/10/2018 03:50:01 PM,41.73646327,-87.55417691,"(41.736463265, -87.554176909)",47,21202,42,509,47,25,19,238
10225020,HY411946,09/05/2015 06:14:00 PM,065XX W DIVERSEY AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,2512,25,36,19,6,1132377,1917897,2015,02/10/2018 03:50:01 PM,41.9309465,-87.78896265,"(41.930946496, -87.788962647)",39,4454,19,137,44,52,6,179
11859805,JC471592,10/13/2019 08:30:00 PM,024XX W CHICAGO AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,1221,12,26,24,6,1160005,1905256,2019,10/20/2019 04:03:03 PM,41.8957324,-87.68778438,"(41.895732399, -87.687784384)",24,21560,25,542,49,4,15,63
10225021,HY411738,09/05/2015 02:30:00 PM,079XX S MARQUETTE AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,422,4,7,46,08B,1195555,1852943,2015,02/10/2018 03:50:01 PM,41.75137515,-87.55895132,"(41.751375148, -87.55895132)",43,21202,42,244,37,25,19,234
10225024,HY412063,09/05/2015 09:05:00 PM,002XX S LARAMIE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,1522,15,29,25,18,1141752,1898730,2015,02/10/2018 03:50:01 PM,41.87818156,-87.75498579,"(41.878181557, -87.754985793)",52,22216,26,68,7,32,25,97
10225025,HY411856,09/05/2015 05:25:00 PM,025XX W DIVISION ST,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1423,14,26,24,08A,1159437,1907897,2015,02/10/2018 03:50:01 PM,41.90299123,-87.68979776,"(41.902991231, -87.689797763)",10,21560,25,302,49,4,7,62
10225028,HY412031,09/04/2015 10:00:00 PM,060XX N TROY ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,FALSE,FALSE,2413,24,50,2,14,1154253,1940453,2015,02/10/2018 03:50:01 PM,41.9924323,-87.70796714,"(41.992432304, -87.707967144)",42,4450,20,30,27,50,11,52
10225029,HY412034,09/05/2015 08:30:00 PM,026XX S PULASKI RD,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,1031,10,22,30,6,1150134,1886257,2015,02/10/2018 03:50:01 PM,41.84379503,-87.72453347,"(41.843795034, -87.724533469)",14,21569,32,227,28,57,21,167
10225030,HY412013,09/01/2015 03:00:00 PM,028XX N BELL AVE,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,1432,14,1,21,08B,1160794,1918725,2015,02/10/2018 03:50:01 PM,41.932676,-87.68451233,"(41.932675995, -87.684512332)",24,22535,23,240,40,39,7,180
10225031,HY412023,09/05/2015 06:00:00 PM,027XX N ELSTON AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1432,14,1,22,6,1160187,1918274,2015,02/10/2018 03:50:01 PM,41.93145101,-87.68675549,"(41.931451005, -87.686755494)",24,22535,23,240,40,1,7,180
10225032,HY411764,09/03/2015 10:00:00 AM,085XX S KINGSTON AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,423,4,7,46,5,1194647,1848889,2015,02/10/2018 03:50:01 PM,41.74027302,-87.56241173,"(41.74027302, -87.562411727)",43,21202,42,478,37,25,19,238
10225034,HY411831,08/18/2015 12:00:00 PM,075XX S MERRILL AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,FALSE,FALSE,414,4,8,43,11,1191843,1855420,2015,02/10/2018 03:50:01 PM,41.75826312,-87.57247347,"(41.758263117, -87.572473466)",9,22538,39,420,35,24,19,222
10225035,HY412056,09/05/2015 08:42:00 PM,089XX S YATES BLVD,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,413,4,7,48,08B,1193719,1846262,2015,09/17/2015 11:37:18 AM,41.73308706,-87.56589757,"(41.733087064, -87.565897571)",43,21202,44,493,37,25,19,238
10225037,HY412092,09/05/2015 09:45:00 PM,078XX S SAGINAW AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,421,4,7,43,08B,1195281,1853502,2015,02/10/2018 03:50:01 PM,41.75291585,-87.55993696,"(41.75291585, -87.559936962)",43,22538,39,246,37,24,19,225
10225038,HY412035,09/05/2015 08:30:00 PM,062XX S DR MARTIN LUTHER KING JR DR,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,TRUE,FALSE,311,3,20,40,26,1179989,1863814,2015,02/10/2018 03:50:01 PM,41.7815766,-87.6156601,"(41.781576603, -87.615660095)",53,22260,7,404,4,60,18,251
10225039,HY412054,09/05/2015 09:15:00 PM,046XX N BROADWAY,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1914,19,46,3,18,1167947,1930934,2015,02/10/2018 03:50:01 PM,41.96602645,-87.65787231,"(41.96602645, -87.657872309)",37,22616,31,241,39,15,5,4
10225040,HY411775,09/05/2015 02:00:00 PM,087XX S KINGSTON AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,423,4,7,46,6,1194658,1847530,2015,02/10/2018 03:50:01 PM,41.73654354,-87.56241603,"(41.736543539, -87.562416028)",43,21202,42,508,37,25,19,238
10225043,HY412060,09/05/2015 08:55:00 PM,044XX S DREXEL BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,221,2,4,39,08B,1182937,1875833,2015,02/10/2018 03:50:01 PM,41.81448971,-87.60447853,"(41.814489708, -87.604478527)",1,4301,5,398,10,36,24,114
10225044,HY412086,09/05/2015 09:25:00 PM,085XX S STATE ST,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,TRUE,FALSE,632,6,6,44,18,1177785,1848291,2015,02/10/2018 03:50:01 PM,41.73902994,-87.62420956,"(41.739029939, -87.624209555)",18,21546,40,1,13,59,20,241
10225045,HY412094,09/05/2015 08:05:00 PM,005XX S STATE ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,123,1,2,32,6,1176446,1897964,2015,09/17/2015 11:37:18 AM,41.87536742,-87.62762099,"(41.875367424, -87.627620993)",48,14913,38,92,10,35,22,144
10225046,HY412081,09/05/2015 08:15:00 PM,017XX W WINNEMAC AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2032,20,47,3,14,1164041,1933591,2015,02/10/2018 03:50:01 PM,41.97340096,-87.6721585,"(41.973400963, -87.672158497)",13,22616,31,610,18,15,2,59
10225047,HY410810,09/03/2015 10:30:00 PM,064XX N HAMILTON AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2412,24,50,2,6,1160804,1942689,2015,02/10/2018 03:50:01 PM,41.99843416,-87.68380798,"(41.998434162, -87.683807982)",42,22528,20,320,27,12,11,46
10225048,HY412102,09/05/2015 09:10:00 PM,016XX W ALBION AVE,560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2432,24,40,1,08A,1164273,1943913,2015,02/10/2018 03:50:01 PM,42.00171993,-87.67101185,"(42.001719931, -87.671011848)",46,21853,10,242,5,9,11,41
10225049,HY412085,09/05/2015 09:29:00 PM,012XX N KEELER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,2534,25,37,23,18,1148149,1908092,2015,02/10/2018 03:50:01 PM,41.90375121,-87.73125602,"(41.903751214, -87.731256024)",4,4299,24,286,45,5,6,194
10225050,HY412050,09/05/2015 09:00:00 PM,017XX W CONGRESS PKWY,1330,CRIMINAL TRESPASS,TO LAND,HOSPITAL BUILDING/GROUNDS,TRUE,FALSE,1231,12,2,28,26,1164848,1897786,2015,09/17/2015 11:37:18 AM,41.87513276,-87.67020916,"(41.875132759, -87.670209164)",48,21184,29,90,46,28,15,136
10225051,HY412047,09/05/2015 06:10:00 PM,040XX E 106TH ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESTAURANT,TRUE,FALSE,432,4,10,52,24,1204896,1835285,2015,09/17/2015 11:37:18 AM,41.70268463,-87.5253294,"(41.702684634, -87.525329402)",47,21202,49,705,47,25,19,247
10225054,HY412106,09/05/2015 09:48:00 PM,088XX S BURLEY AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,FALSE,FALSE,424,4,7,46,26,1199206,1846926,2015,02/10/2018 03:50:01 PM,41.73477312,-87.54577429,"(41.734773117, -87.545774287)",,21202,42,509,47,25,19,239
10225055,HY412073,09/05/2015 09:00:00 PM,025XX S TRUMBULL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,1024,10,22,30,18,1153771,1886992,2015,02/10/2018 03:50:01 PM,41.84574044,-87.71116677,"(41.84574044, -87.711166767)",14,21569,32,755,28,57,21,130
10225056,HY412046,09/05/2015 08:20:00 PM,011XX N WESTERN AVE,454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,TRUE,FALSE,1212,12,26,24,08B,1160196,1907730,2015,02/10/2018 03:50:01 PM,41.90251731,-87.68701443,"(41.902517312, -87.687014429)",10,21560,25,541,41,4,15,63
10225058,HY412093,09/05/2015 08:00:00 PM,038XX S KEDZIE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,911,9,12,58,08B,1155661,1879148,2015,02/10/2018 03:50:01 PM,41.82417777,-87.70444135,"(41.824177767, -87.704441353)",29,22248,55,639,1,56,23,96
10225059,HY412101,09/05/2015 10:10:00 PM,040XX W POTOMAC AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,2534,25,27,23,04B,1149116,1908355,2015,02/10/2018 03:50:01 PM,41.90445423,-87.72769715,"(41.904454233, -87.727697153)",41,4299,24,286,45,5,6,194
10225060,HY412114,09/05/2015 01:00:00 PM,002XX N ADA ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1215,12,27,28,6,1167382,1901884,2015,02/10/2018 03:50:01 PM,41.88632388,-87.66078747,"(41.886323884, -87.660787465)",41,14917,29,63,46,44,15,78
10225061,HY412077,09/05/2015 09:22:00 PM,0000X W 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA STATION,TRUE,FALSE,623,6,6,44,18,1177483,1852629,2015,02/10/2018 03:50:01 PM,41.75094076,-87.62518522,"(41.750940757, -87.625185222)",31,21554,67,495,32,59,20,228
10225063,HY412135,09/05/2015 10:38:00 PM,034XX N HALSTED ST,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,TRUE,FALSE,1924,19,44,6,26,1170321,1922869,2015,02/10/2018 03:50:01 PM,41.94384413,-87.64938028,"(41.943844128, -87.649380278)",38,4449,57,730,25,22,5,18
10225066,HY411890,09/05/2015 04:45:00 PM,009XX E 80TH ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,631,6,8,44,5,1184053,1852159,2015,02/10/2018 03:50:01 PM,41.74950012,-87.60112442,"(41.749500119, -87.601124421)",9,21546,40,247,35,61,20,235
10225067,HY412095,09/05/2015 09:15:00 PM,002XX W 32ND ST,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,TRUE,FALSE,915,9,11,34,7,1175057,1883732,2015,09/17/2015 11:37:18 AM,41.83634502,-87.63314692,"(41.836345017, -87.633146918)",26,21194,35,376,48,40,23,170
10225068,HY412133,09/05/2015 09:50:00 PM,039XX W LEXINGTON ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,1132,11,24,26,24,1150198,1896407,2015,02/10/2018 03:50:01 PM,41.87164662,-87.72403427,"(41.871646618, -87.724034269)",36,21572,27,702,14,30,16,142
10225069,HY412030,09/05/2015 05:10:00 PM,006XX E 43RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,214,2,4,38,14,1181097,1876637,2015,09/17/2015 11:37:18 AM,41.81673857,-87.611203,"(41.816738574, -87.611203)",1,4301,4,583,10,36,24,104
10225071,HY412153,09/05/2015 10:40:00 PM,040XX W ADDISON ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1732,17,30,16,08B,1148964,1923628,2015,02/10/2018 03:50:01 PM,41.94636767,-87.72785935,"(41.946367674, -87.727859352)",27,22618,16,329,50,21,1,20
10225072,HY412083,09/05/2015 06:30:00 PM,046XX N HARDING AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1723,17,39,14,08B,1149222,1930586,2015,02/10/2018 03:50:01 PM,41.96545595,-87.72672998,"(41.965455945, -87.726729983)",28,21849,14,117,12,20,1,9
10225073,HY412078,09/05/2015 08:03:00 PM,061XX S WESTERN AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,825,8,15,66,26,1161426,1863811,2015,02/10/2018 03:50:01 PM,41.78197336,-87.68371662,"(41.781973362, -87.683716619)",44,22257,64,111,2,58,13,274
10225074,HY412098,09/05/2015 09:10:00 PM,001XX W 72ND ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,731,7,6,69,18,1176360,1857240,2015,02/10/2018 03:50:01 PM,41.76361917,-87.62916212,"(41.763619171, -87.629162115)",31,21559,67,494,32,11,17,210
10225080,HY412068,09/05/2015 04:20:00 AM,015XX N MILWAUKEE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BAR OR TAVERN,FALSE,FALSE,1424,14,1,24,14,1163046,1910384,2015,02/10/2018 03:50:01 PM,41.90974068,-87.67647127,"(41.909740682, -87.676471266)",24,21560,25,481,41,4,7,200
10225081,HY409448,09/03/2015 09:40:00 PM,019XX W NORTH AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1434,14,32,24,08B,1162934,1910658,2015,09/10/2015 11:43:14 AM,41.91049491,-87.676875,"(41.910494911, -87.676875003)",24,21560,25,438,41,4,7,200
10225082,HY412145,09/05/2015 10:45:00 PM,053XX S LOWE AVE,337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,STREET,FALSE,FALSE,935,9,3,61,3,1172872,1869478,2015,09/17/2015 11:37:18 AM,41.79727927,-87.64158549,"(41.797279273, -87.641585491)",12,14924,59,84,9,37,23,117
11645959,JC211511,12/20/2018 04:00:00 PM,045XX N ALBANY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1724,17,33,14,08A,,,2018,04/06/2019 04:04:43 PM,,,,,,,,,,,
10225084,HY411061,09/05/2015 02:21:00 AM,013XX N MILWAUKEE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,FALSE,FALSE,1424,14,1,24,5,1164352,1909285,2015,02/10/2018 03:50:01 PM,41.90669741,-87.67170472,"(41.906697405, -87.671704723)",24,21560,25,482,41,4,7,191
10225085,HY412109,09/05/2015 10:30:00 AM,028XX S EMERALD AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,914,9,11,60,5,1171757,1886148,2015,02/10/2018 03:50:01 PM,41.84304791,-87.64518474,"(41.843047909, -87.645184739)",26,21194,58,688,48,40,23,157
10225087,HY412143,09/05/2015 10:55:00 PM,049XX W ST PAUL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,FALSE,FALSE,2533,25,37,25,7,1143015,1911179,2015,02/10/2018 03:50:01 PM,41.91231961,-87.75003753,"(41.912319611, -87.750037527)",4,22615,26,523,45,2,6,195
10225088,HY412148,09/05/2015 10:33:00 PM,035XX N CLARK ST,460,BATTERY,SIMPLE,TAVERN/LIQUOR STORE,FALSE,FALSE,1924,19,44,6,08B,1168601,1923699,2015,02/10/2018 03:50:01 PM,41.94615917,-87.65567804,"(41.946159169, -87.655678044)",38,4449,57,211,25,22,5,28
10225089,HY412163,09/05/2015 09:30:00 PM,059XX S HALSTED ST,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,712,7,16,68,6,1171984,1865568,2015,02/10/2018 03:50:01 PM,41.78656937,-87.6449567,"(41.786569368, -87.644956704)",19,21559,66,22,2,11,17,135
10225093,HY412038,09/05/2015 09:00:00 PM,031XX W CHICAGO AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1221,12,27,23,08A,1155093,1905157,2015,02/10/2018 03:50:01 PM,41.89556073,-87.70582778,"(41.895560734, -87.705827783)",41,21560,24,150,46,4,15,64
10225094,HY412045,09/05/2015 09:10:00 PM,027XX E 76TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,421,4,7,43,08B,1195864,1855171,2015,02/10/2018 03:50:01 PM,41.75748131,-87.55774541,"(41.757481308, -87.557745407)",43,22538,39,421,37,24,19,225
10225095,HY412008,09/05/2015 04:06:00 PM,022XX W DIVISION ST,820,THEFT,$500 AND UNDER,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,1212,12,32,24,6,1161104,1907941,2015,02/10/2018 03:50:01 PM,41.90307749,-87.68367333,"(41.903077492, -87.683673325)",16,21560,25,541,11,4,15,63
10225096,HY412036,09/05/2015 08:45:00 PM,026XX W 47TH ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,922,9,12,58,16,1159360,1873402,2015,02/10/2018 03:50:01 PM,41.80833493,-87.69102843,"(41.808334931, -87.691028429)",29,22248,55,85,3,56,23,115
10225098,HY412166,09/05/2015 10:15:00 PM,045XX N MARINE DR,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,PARK PROPERTY,FALSE,FALSE,1914,19,46,3,04A,1170527,1930447,2015,02/10/2018 03:50:01 PM,41.9646339,-87.64840051,"(41.964633904, -87.648400513)",37,22616,31,636,39,15,5,4
10225099,HY412107,09/05/2015 09:55:00 PM,025XX S CENTRAL PARK AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1024,10,22,30,08B,1152774,1886993,2015,02/10/2018 03:50:01 PM,41.84576295,-87.71482567,"(41.845762946, -87.714825668)",14,21569,32,755,28,57,21,130
10225100,HY412115,09/05/2015 10:00:00 PM,027XX E 75TH PL,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,FALSE,421,4,7,43,04A,1195648,1855471,2015,02/10/2018 03:50:01 PM,41.75830987,-87.5585271,"(41.758309871, -87.558527098)",43,22538,39,421,37,24,19,225
10225101,HY412053,09/05/2015 08:38:00 PM,055XX S GREEN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,712,7,20,68,08B,1171583,1868046,2015,02/10/2018 03:50:01 PM,41.79337808,-87.64635438,"(41.793378076, -87.646354376)",53,21559,66,113,4,11,17,261
10225102,HY409509,09/03/2015 09:31:00 PM,015XX W 47TH ST,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,FALSE,FALSE,933,9,20,61,26,1166703,1873560,2015,02/10/2018 03:50:01 PM,41.80861475,-87.66409147,"(41.808614751, -87.664091468)",53,14924,59,677,4,37,23,118
10225103,HY410828,09/04/2015 07:45:00 PM,002XX N KEDZIE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1222,12,27,27,6,1155003,1901546,2015,02/10/2018 03:50:01 PM,41.88565361,-87.70625526,"(41.885653609, -87.706255257)",41,21184,28,50,46,28,15,77
10225104,HY412080,09/05/2015 09:30:00 PM,006XX N AVERS AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1122,11,27,23,08B,1150608,1904047,2015,02/10/2018 03:50:01 PM,41.89260361,-87.72232928,"(41.892603612, -87.722329283)",41,21572,24,584,46,30,16,82
10225105,HY412156,09/05/2015 10:45:00 PM,027XX N LEAVITT ST,031A,ROBBERY,ARMED: HANDGUN,CHA HALLWAY/STAIRWELL/ELEVATOR,TRUE,FALSE,1931,19,1,7,3,1161916,1918143,2015,05/15/2019 04:13:51 PM,41.93105558,-87.68040539,"(41.931055577, -87.680405389)",24,22535,68,743,41,1,5,172
10225106,HY411986,09/05/2015 07:59:00 PM,024XX W 47TH ST,5011,OTHER OFFENSE,LICENSE VIOLATION,CONVENIENCE STORE,FALSE,FALSE,922,9,12,58,26,1160821,1873444,2015,02/10/2018 03:50:01 PM,41.8084201,-87.68566864,"(41.808420097, -87.685668637)",29,22248,55,687,3,56,23,115
10225107,HY412022,09/05/2015 08:25:00 PM,036XX W MADISON ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,1122,11,28,27,3,1152306,1899776,2015,02/10/2018 03:50:01 PM,41.8808502,-87.71620598,"(41.880850198, -87.716205977)",11,21572,28,704,23,30,16,82
10225109,HY412159,09/05/2015 10:35:00 PM,007XX N LAMON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1531,15,37,25,18,1143549,1904655,2015,02/10/2018 03:50:01 PM,41.89440705,-87.7482392,"(41.894407047, -87.748239203)",4,22216,26,694,45,32,25,69
10225110,HY412154,09/05/2015 10:45:00 PM,029XX N SPRINGFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,2523,25,30,21,08B,1149880,1919257,2015,09/17/2015 11:37:18 AM,41.93435549,-87.72460649,"(41.934355487, -87.724606491)",27,21538,22,71,21,39,6,175
10225111,HY412110,09/05/2015 09:00:00 PM,067XX W DIVERSEY AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,2511,25,36,18,08B,1130786,1917868,2015,02/10/2018 03:50:01 PM,41.93089449,-87.79481003,"(41.930894487, -87.794810033)",39,4454,18,397,44,3,6,183
10225112,HY412160,09/05/2015 09:58:00 PM,045XX N MALDEN ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,1913,19,46,3,26,1166729,1930297,2015,02/10/2018 03:50:01 PM,41.96430476,-87.66236899,"(41.96430476, -87.662368986)",37,22616,31,611,39,15,5,6
10225113,HY412044,09/05/2015 09:00:00 PM,025XX W POTOMAC AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1423,14,26,24,04B,1159085,1908556,2015,02/10/2018 03:50:01 PM,41.90480682,-87.69107261,"(41.90480682, -87.691072605)",10,21560,25,302,49,4,7,62
