ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
10224780,HY411660,09/05/2015 02:30:00 PM,016XX S HARDING AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,TRUE,FALSE,1014,10,24,29,26,1150326,1891507,2015,02/10/2018 03:50:01 PM,41.85819795,-87.72369208,"(41.858197949, -87.723692079)",36,21569,30,752,14,57,21,156
10224781,HY411499,09/05/2015 11:20:00 AM,026XX W HOLLYWOOD AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,2011,20,40,2,3,1157555,1937753,2015,02/10/2018 03:50:01 PM,41.98495658,-87.69589518,"(41.984956576, -87.69589518)",46,4450,20,15,24,50,2,57
10224782,HY411661,09/05/2015 02:35:00 PM,068XX S PERRY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,722,7,6,69,18,1176575,1859730,2015,02/10/2018 03:50:01 PM,41.77044718,-87.62829929,"(41.770447177, -87.628299291)",31,21559,67,513,32,11,17,201
10224783,HY411679,09/05/2015 02:40:00 PM,041XX W CRYSTAL ST,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,TRUE,FALSE,2534,25,37,23,15,1148654,1908016,2015,02/10/2018 03:50:01 PM,41.90353292,-87.72940299,"(41.903532921, -87.729402988)",4,4299,24,286,45,5,6,194
10224784,HY411422,09/04/2015 07:30:00 PM,004XX W MARQUETTE RD,810,THEFT,OVER $500,OTHER,FALSE,FALSE,722,7,6,68,6,1174441,1860502,2015,02/10/2018 03:50:01 PM,41.77261337,-87.63609871,"(41.772613371, -87.636098706)",31,21559,66,435,32,11,17,201
10224786,HY411514,09/05/2015 12:04:00 PM,062XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,711,7,20,68,14,1175356,1863632,2015,02/10/2018 03:50:01 PM,41.78118203,-87.6326511,"(41.781182029, -87.632651097)",53,21559,66,166,4,11,17,135
10224787,HY410733,09/04/2015 08:20:00 PM,060XX S CARPENTER ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,712,7,16,68,08B,1170346,1864847,2015,02/10/2018 03:50:01 PM,41.78462669,-87.65098343,"(41.78462669, -87.650983434)",19,21559,66,434,2,11,17,261
10224788,HY410899,03/27/2014 12:01:00 AM,035XX S MICHIGAN AVE,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,213,2,3,35,26,1177772,1881665,2014,02/10/2018 03:50:01 PM,41.83061185,-87.62324737,"(41.830611847, -87.623247369)",12,4301,1,446,9,36,24,102
10224789,HY411717,09/05/2015 03:12:00 PM,052XX W QUINCY ST,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,STREET,TRUE,FALSE,1522,15,29,25,15,1141442,1898499,2015,02/10/2018 03:50:01 PM,41.87755339,-87.75612976,"(41.877553391, -87.756129762)",52,22216,26,68,7,32,25,97
10224790,HY411713,09/01/2015 09:00:00 AM,0000X W ILLINOIS ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESTAURANT,FALSE,FALSE,1831,18,42,8,10,1176121,1903605,2015,02/10/2018 03:50:01 PM,41.89085397,-87.62864418,"(41.890853973, -87.628644182)",22,4446,37,669,36,55,14,73
10224791,HY411719,09/05/2015 03:28:00 PM,064XX S GREEN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,723,7,16,68,08B,1171743,1862151,2015,02/10/2018 03:50:01 PM,41.77719802,-87.64594049,"(41.777198018, -87.645940487)",19,21559,66,436,2,11,17,202
10224792,HY411709,09/05/2015 03:20:00 PM,030XX W FLOURNOY ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1134,11,28,27,18,1156237,1896878,2015,02/10/2018 03:50:01 PM,41.87281932,-87.70184987,"(41.87281932, -87.701849872)",11,21184,28,36,23,28,16,140
10224794,HY411721,09/05/2015 03:44:00 PM,074XX S WABASH AVE,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,RESIDENCE,FALSE,FALSE,323,3,6,69,15,1178006,1855786,2015,02/10/2018 03:50:01 PM,41.7595921,-87.62317321,"(41.759592098, -87.623173211)",31,21546,67,474,32,61,18,223
10224795,HY409178,09/03/2015 05:55:00 PM,027XX W POLK ST,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,FALSE,FALSE,1135,11,2,27,15,1158219,1896257,2015,02/10/2018 03:50:01 PM,41.87107499,-87.69458998,"(41.871074992, -87.694589977)",11,21184,28,38,23,28,16,146
10224797,HY411683,09/05/2015 02:00:00 PM,012XX W WILSON AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,FALSE,FALSE,1913,19,46,3,26,1167243,1930683,2015,02/10/2018 03:50:01 PM,41.9653529,-87.66046802,"(41.965352898, -87.66046802)",37,22616,31,611,39,15,5,6
10224800,HY411723,09/05/2015 02:30:00 PM,037XX N BROADWAY,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1925,19,46,6,7,1170388,1925225,2015,02/10/2018 03:50:01 PM,41.95030761,-87.64906489,"(41.950307614, -87.649064886)",37,21186,57,726,39,53,5,18
10224801,HY411697,09/05/2015 03:05:00 PM,007XX E 90TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,633,6,6,44,08B,1182703,1845129,2015,02/10/2018 03:50:01 PM,41.73024043,-87.60628895,"(41.730240434, -87.606288953)",31,21546,40,430,35,61,20,248
11645527,JC212744,02/02/2015 10:00:00 AM,069XX W ARCHER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,811,8,23,56,11,,,2015,04/06/2019 04:04:43 PM,,,,,,,,,,,
10224802,HY411753,09/05/2015 03:00:00 PM,051XX N AVERS AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,1712,17,39,14,26,1149784,1933967,2015,02/10/2018 03:50:01 PM,41.9747227,-87.72457529,"(41.974722701, -87.724575286)",28,21849,14,127,38,20,1,48
10224803,HY411745,09/04/2015 11:17:00 AM,012XX N LA SALLE DR,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1821,18,42,8,6,1174911,1908547,2015,02/10/2018 03:50:01 PM,41.90444226,-87.63293969,"(41.90444226, -87.63293969)",22,14926,37,17,11,54,14,198
10224805,HY411740,09/05/2015 03:45:00 PM,004XX S STATE ST,890,THEFT,FROM BUILDING,LIBRARY,FALSE,FALSE,113,1,2,32,6,1176436,1898416,2015,02/10/2018 03:50:01 PM,41.87660796,-87.62764406,"(41.876607964, -87.627644063)",48,14913,38,92,10,35,22,126
10224806,HY411696,09/03/2015 01:30:00 PM,010XX N HAMLIN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,1112,11,27,23,11,1150857,1906759,2015,02/10/2018 03:50:01 PM,41.90004075,-87.72134375,"(41.900040745, -87.721343753)",41,4299,24,456,46,5,16,66
10224807,HY411718,09/05/2015 03:30:00 PM,025XX W HARRISON ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1135,11,2,28,6,1159746,1897284,2015,02/10/2018 03:50:01 PM,41.87386186,-87.68895549,"(41.873861861, -87.68895549)",48,21184,29,756,23,28,16,146
10224809,HY411732,09/05/2015 03:40:00 PM,122XX S EGGLESTON AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,523,5,34,53,18,1175503,1823842,2015,09/17/2015 11:37:18 AM,41.67198966,-87.6332985,"(41.671989656, -87.633298499)",45,21861,50,60,22,19,10,218
10224810,HY411746,09/05/2015 03:15:00 PM,114XX S ST LAWRENCE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,531,5,9,50,08B,1182290,1829250,2015,02/10/2018 03:50:01 PM,41.68667599,-87.60829167,"(41.686675992, -87.608291666)",30,21861,47,601,43,19,10,265
10224811,HY410834,09/04/2015 08:25:00 AM,001XX E 110TH ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,513,5,9,49,5,1179338,1832056,2015,02/10/2018 03:50:01 PM,41.69444373,-87.6190132,"(41.694443727, -87.619013197)",30,21861,45,237,43,19,10,260
10224812,HY411619,09/05/2015 12:30:00 AM,084XX S SAGINAW AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,423,4,7,46,6,1195296,1849589,2015,02/10/2018 03:50:01 PM,41.7421779,-87.56001087,"(41.742177899, -87.560010869)",43,21202,42,226,37,25,19,238
10224813,HY411765,08/30/2015 04:00:00 PM,014XX S MICHIGAN AVE,820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,FALSE,FALSE,131,1,2,33,6,1177452,1893551,2015,02/10/2018 03:50:01 PM,41.86323513,-87.62406127,"(41.863235129, -87.624061274)",48,14913,34,374,9,35,22,94
10224814,HY411327,09/04/2015 11:00:00 PM,057XX N SPAULDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1711,17,39,13,14,1153345,1937792,2015,02/10/2018 03:50:01 PM,41.98514853,-87.71137817,"(41.985148529, -87.711378169)",28,4450,13,799,38,50,1,53
10224815,HY411431,09/05/2015 10:53:00 AM,0000X W 114TH PL,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,FALSE,522,5,34,49,04B,1178072,1829048,2015,02/10/2018 03:50:01 PM,41.68621805,-87.62373907,"(41.686218054, -87.623739069)",45,21861,45,660,22,19,10,267
10224816,HY411658,09/05/2015 11:00:00 AM,034XX S DR MARTIN LUTHER KING JR DR,890,THEFT,FROM BUILDING,ATHLETIC CLUB,FALSE,FALSE,211,2,4,35,6,1179476,1882211,2015,02/10/2018 03:50:01 PM,41.83207129,-87.61697868,"(41.832071291, -87.616978684)",1,21194,1,581,10,40,24,169
10224819,HY411778,09/05/2015 03:02:00 PM,020XX E 79TH ST,850,THEFT,ATTEMPT THEFT,DRUG STORE,FALSE,FALSE,414,4,8,46,6,1191073,1852990,2015,02/10/2018 03:50:01 PM,41.75161364,-87.57537386,"(41.751613643, -87.575373855)",9,22538,39,420,35,24,19,222
10224820,HY411701,09/05/2015 12:00:00 PM,010XX N HAMLIN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,FALSE,1112,11,27,23,11,1150857,1906759,2015,02/10/2018 03:50:01 PM,41.90004075,-87.72134375,"(41.900040745, -87.721343753)",41,4299,24,456,46,5,16,66
10224821,HY411725,09/05/2015 03:00:00 PM,115XX S INDIANA AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,532,5,9,53,6,1179641,1828625,2015,02/10/2018 03:50:01 PM,41.68502167,-87.61800815,"(41.685021672, -87.618008151)",30,21861,50,229,43,19,10,219
10224822,HY411777,09/05/2015 04:16:00 PM,057XX S SANGAMON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,712,7,16,68,18,1170953,1866868,2015,02/10/2018 03:50:01 PM,41.7901593,-87.64869892,"(41.790159304, -87.648698923)",19,21559,66,113,2,11,17,261
10224823,HY411707,09/05/2015 12:00:00 PM,014XX N HALSTED ST,820,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,1822,18,27,8,6,1170754,1909471,2015,02/10/2018 03:50:01 PM,41.90706989,-87.64818226,"(41.90706989, -87.648182264)",16,22620,37,108,46,49,14,199
10224825,HY411703,09/05/2015 12:00:00 AM,106XX S SAWYER AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2211,22,19,74,6,1156566,1833923,2015,02/10/2018 03:50:01 PM,41.70005512,-87.70233824,"(41.700055116, -87.702338239)",33,4447,73,316,42,33,9,254
10224826,HY411749,09/05/2015 03:55:00 PM,049XX W AINSLIE ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1623,16,45,12,5,1142367,1932122,2015,02/10/2018 03:50:01 PM,41.96980126,-87.75189627,"(41.969801264, -87.751896265)",20,21869,12,746,50,48,12,58
10224829,HY411722,09/04/2015 05:00:00 PM,062XX W GRAND AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,2512,25,29,19,26,1134250,1914563,2015,02/10/2018 03:50:01 PM,41.92176477,-87.78215838,"(41.921764773, -87.782158383)",52,22615,19,77,44,2,6,183
10224830,HY411557,09/04/2015 11:00:00 PM,106XX S PRAIRIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,512,5,9,49,26,1179798,1834481,2015,02/10/2018 03:50:01 PM,41.70108778,-87.6172552,"(41.701087782, -87.617255204)",30,21861,45,236,43,19,10,256
10224831,HY411663,09/04/2015 09:45:00 PM,015XX W RANDOLPH ST,460,BATTERY,SIMPLE,PARK PROPERTY,FALSE,FALSE,1224,12,27,28,08B,1166342,1901369,2015,02/10/2018 03:50:01 PM,41.88493299,-87.66462131,"(41.884932988, -87.664621314)",41,14917,29,63,46,44,15,92
10224832,HY411712,09/04/2015 05:00:00 PM,013XX W 50TH ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,933,9,16,61,6,1168281,1871609,2015,02/10/2018 03:50:01 PM,41.80322713,-87.65835991,"(41.803227125, -87.658359911)",19,14924,59,739,4,37,23,118
10224834,HY411767,09/05/2015 02:00:00 PM,051XX S PAULINA ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,932,9,16,61,6,1165878,1870680,2015,02/10/2018 03:50:01 PM,41.80072929,-87.66719926,"(41.800729285, -87.667199258)",19,14924,59,789,2,37,23,128
10224835,HY411770,09/05/2015 03:45:00 PM,008XX S CALIFORNIA AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,ALLEY,TRUE,FALSE,1135,11,28,27,18,1157831,1896140,2015,02/10/2018 03:50:01 PM,41.87076185,-87.69601766,"(41.870761846, -87.696017659)",48,21184,28,38,23,28,16,146
10224836,HY411752,09/05/2015 01:00:00 AM,006XX N NOBLE ST,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,1215,12,27,24,6,1166947,1904303,2015,02/10/2018 03:50:01 PM,41.89297114,-87.66231542,"(41.89297114, -87.662315415)",41,22620,25,521,41,49,15,78
10224837,HY411330,08/25/2015 12:00:00 PM,065XX N MAPLEWOOD AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2412,24,50,2,6,1158133,1943359,2015,02/10/2018 03:50:01 PM,42.00032784,-87.69361533,"(42.000327844, -87.693615326)",42,22528,20,41,27,12,11,46
10224840,HY411786,09/05/2015 04:15:00 PM,023XX W WARREN BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),CHA PARKING LOT/GROUNDS,TRUE,FALSE,1223,12,2,28,18,1160779,1900294,2015,02/10/2018 03:50:01 PM,41.88210023,-87.68507933,"(41.882100231, -87.685079332)",48,21184,29,37,46,28,15,75
11034701,JA366925,01/01/2001 11:00:00 AM,016XX E 86TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,412,4,8,45,11,,,2001,08/05/2017 03:50:08 PM,,,,,,,,,,,
10224841,HY411731,09/05/2015 03:30:00 PM,025XX W CERMAK RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1034,10,25,31,6,1159734,1889313,2015,02/10/2018 03:50:01 PM,41.85198889,-87.68921912,"(41.851988885, -87.689219118)",11,14920,32,203,23,43,21,151
10224843,HY411734,09/05/2015 03:43:00 PM,101XX S PROSPECT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2213,22,19,72,08B,1167466,1837422,2015,02/10/2018 03:50:01 PM,41.70943086,-87.66232682,"(41.709430861, -87.66232682)",33,22212,71,628,42,13,9,252
10224845,HY411825,09/05/2015 04:00:00 PM,001XX W ELM ST,890,THEFT,FROM BUILDING,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,1824,18,42,8,6,1175121,1908069,2015,02/10/2018 03:50:01 PM,41.9031259,-87.63218266,"(41.903125898, -87.632182661)",22,14926,37,310,11,54,14,197
10224846,HY411839,09/05/2015 04:00:00 PM,015XX S HARDING AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,1014,10,24,29,7,1150299,1892186,2015,02/10/2018 03:50:01 PM,41.86006173,-87.72377349,"(41.860061733, -87.723773492)",36,21569,30,33,14,57,21,156
10224847,HY411834,09/04/2015 01:00:00 AM,027XX N SACRAMENTO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1411,14,35,22,14,1155906,1918067,2015,02/10/2018 03:50:01 PM,41.9309705,-87.70249306,"(41.930970495, -87.702493061)",15,22535,23,549,40,1,7,174
12014684,JD189901,03/17/2020 09:30:00 PM,039XX N LECLAIRE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1634,16,45,15,6,1141659,1925649,2020,03/25/2020 03:45:43 PM,41.95205195,-87.75466037,"(41.952051946, -87.754660372)",20,22618,15,360,50,21,12,26
10224848,HY411832,09/04/2015 11:08:00 PM,062XX W 64TH PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,812,8,13,64,26,1135842,1861096,2015,02/10/2018 03:50:01 PM,41.775015,-87.7775802,"(41.775015003, -87.777580203)",23,22268,62,266,6,7,13,272
10224849,HY411821,09/05/2015 04:00:00 PM,024XX N JANSSEN AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1932,19,32,7,5,1166229,1916376,2015,02/10/2018 03:50:01 PM,41.92611561,-87.66460666,"(41.926115609, -87.664606657)",16,21190,68,770,11,16,5,173
10224850,HY411807,09/04/2015 05:00:00 PM,015XX S STATE ST,890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,FALSE,FALSE,131,1,3,33,6,1176584,1892788,2015,02/10/2018 03:50:01 PM,41.86116104,-87.62727063,"(41.861161041, -87.627270627)",12,14913,34,330,9,35,22,94
10224851,HY411708,09/05/2015 02:55:00 PM,035XX N CLARK ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,1924,19,44,6,6,1168463,1923924,2015,02/10/2018 03:50:01 PM,41.94677957,-87.65617875,"(41.946779572, -87.65617875)",38,4449,57,211,25,22,5,28
10224852,HY411791,09/05/2015 04:25:00 PM,034XX N WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,TRUE,FALSE,1921,19,47,5,26,1159771,1922681,2015,02/10/2018 03:50:01 PM,41.94355269,-87.68816234,"(41.943552694, -87.688162342)",16,21538,46,646,40,39,5,21
10224853,HY411790,09/05/2015 04:15:00 PM,041XX W FIFTH AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,SIDEWALK,TRUE,FALSE,1132,11,24,26,17,1148735,1896483,2015,09/17/2015 11:37:18 AM,41.87188354,-87.72940361,"(41.871883543, -87.729403606)",36,21572,27,703,14,30,16,142
10224854,HY411699,09/05/2015 12:30:00 PM,080XX S BISHOP ST,2017,NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE,TRUE,FALSE,612,6,21,71,18,1168064,1851469,2015,02/10/2018 03:50:01 PM,41.74796511,-87.6597343,"(41.747965107, -87.6597343)",18,21554,70,558,13,59,20,230
10224855,HY411771,09/05/2015 04:00:00 PM,009XX N DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1212,12,32,24,14,1162894,1906466,2015,02/10/2018 03:50:01 PM,41.89899259,-87.67713975,"(41.898992594, -87.677139749)",16,21560,25,476,11,4,15,63
10224857,HY411782,09/05/2015 04:15:00 PM,056XX W GRAND AVE,460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,2515,25,29,19,08B,1138435,1913561,2015,02/10/2018 03:50:01 PM,41.91894033,-87.76680564,"(41.91894033, -87.766805639)",52,22615,19,57,7,2,6,133
10224858,HY411804,09/05/2015 04:42:00 PM,077XX S LUELLA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,414,4,7,43,08B,1192547,1853966,2015,02/10/2018 03:50:01 PM,41.75425611,-87.5699407,"(41.754256108, -87.569940704)",43,22538,39,420,37,24,19,222
10224860,HY411797,09/05/2015 04:20:00 PM,016XX N PARKSIDE AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2531,25,29,25,6,1138465,1910407,2015,02/10/2018 03:50:01 PM,41.91028485,-87.76677197,"(41.910284848, -87.766771965)",52,22615,26,597,7,2,6,154
10224861,HY411835,09/02/2015 07:00:00 AM,077XX S SAGINAW AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,421,4,7,43,14,1195264,1854243,2015,02/10/2018 03:50:01 PM,41.75494963,-87.55997485,"(41.754949629, -87.55997485)",43,22538,39,246,37,24,19,225
10224862,HY411794,09/05/2015 04:13:00 PM,008XX N LOCKWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1524,15,37,25,14,1140870,1905089,2015,02/10/2018 03:50:01 PM,41.89564771,-87.75806781,"(41.895647706, -87.758067814)",4,4299,26,562,45,5,25,67
10224863,HY411809,09/05/2015 04:01:00 PM,067XX S CAMPBELL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,832,8,15,66,08B,1160868,1859971,2015,02/10/2018 03:50:01 PM,41.77144742,-87.6858684,"(41.771447416, -87.685868399)",44,21867,64,383,31,58,13,207
10224864,HY410860,09/04/2015 09:30:00 PM,001XX E 78TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,623,6,6,69,04A,1178659,1853330,2015,02/10/2018 03:50:01 PM,41.75283774,-87.62085454,"(41.75283774, -87.620854539)",31,21546,67,475,32,61,20,228
10224865,HY411859,09/05/2015 05:00:00 AM,076XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,624,6,6,69,14,1182888,1854485,2015,02/10/2018 03:50:01 PM,41.75591003,-87.60532129,"(41.755910033, -87.605321288)",31,21546,67,497,35,61,20,227
10224867,HY411838,09/05/2015 05:14:00 PM,028XX W WILCOX ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1124,11,2,27,18,1157410,1899227,2015,02/10/2018 03:50:01 PM,41.87924145,-87.69747934,"(41.879241446, -87.69747934)",48,21184,28,51,46,28,16,123
10224868,HY411820,09/05/2015 04:21:00 PM,003XX E 75TH ST,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,623,6,6,69,08B,1179556,1855352,2015,02/10/2018 03:50:01 PM,41.7583659,-87.61750577,"(41.758365901, -87.617505767)",31,21546,67,474,32,61,18,223
10224869,HY411830,09/05/2015 05:05:00 PM,092XX S COTTAGE GROVE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,633,6,9,44,08B,1183184,1843686,2015,02/10/2018 03:50:01 PM,41.72626951,-87.60457167,"(41.726269511, -87.604571673)",9,21546,40,429,35,61,20,248
10224870,HY411737,09/05/2015 03:40:00 PM,080XX S LANGLEY AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,631,6,6,44,6,1182293,1851784,2015,02/10/2018 03:50:01 PM,41.748512,-87.6075853,"(41.748511998, -87.607585302)",31,21546,40,11,32,61,20,235
10224872,HY411843,09/04/2015 12:00:00 PM,095XX S STATE ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,511,5,21,49,6,1177973,1841788,2015,02/10/2018 03:50:01 PM,41.72118063,-87.62371719,"(41.721180629, -87.623717187)",31,21546,45,567,43,19,10,250
10224873,HY411486,08/17/2015 12:00:00 PM,014XX W BARRY AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1933,19,32,6,6,1166121,1920679,2015,02/10/2018 03:50:01 PM,41.93792558,-87.66488023,"(41.937925583, -87.664880228)",16,4449,57,712,40,22,5,31
10224874,HY411822,09/05/2015 04:50:00 PM,106XX S LEAVITT ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2212,22,19,72,08B,1163597,1834010,2015,02/10/2018 03:50:01 PM,41.70014962,-87.67659095,"(41.700149617, -87.67659095)",33,22212,71,609,42,13,9,257
10224875,HY411866,08/30/2015 04:00:00 PM,014XX S MICHIGAN AVE,820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,FALSE,FALSE,131,1,2,33,6,1177452,1893551,2015,02/10/2018 03:50:01 PM,41.86323513,-87.62406127,"(41.863235129, -87.624061274)",48,14913,34,374,9,35,22,94
10224876,HY411885,09/05/2015 01:00:00 AM,021XX N MILWAUKEE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1431,14,1,22,7,1158820,1913933,2015,11/25/2015 03:57:58 PM,41.91956717,-87.69189832,"(41.919567169, -87.691898319)",24,22535,23,294,41,1,7,184
10224877,HY411862,09/05/2015 04:30:00 PM,013XX S CLINTON ST,890,THEFT,FROM BUILDING,DEPARTMENT STORE,FALSE,FALSE,124,1,2,28,6,1172924,1894302,2015,02/10/2018 03:50:01 PM,41.86539738,-87.64066078,"(41.865397377, -87.640660777)",48,14917,29,97,48,44,22,147
10224878,HY411864,09/05/2015 05:00:00 PM,008XX S WABASH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,123,1,2,32,14,1176918,1896566,2015,02/10/2018 03:50:01 PM,41.87152057,-87.62593032,"(41.871520566, -87.625930316)",48,14913,38,368,10,35,22,144
10224879,HY411784,09/05/2015 01:09:00 PM,033XX W WARREN BLVD,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,FALSE,FALSE,1123,11,28,27,24,1154058,1900146,2015,02/10/2018 03:50:01 PM,41.88183077,-87.70976286,"(41.881830765, -87.709762859)",11,21572,28,39,23,30,16,86
10224880,HY411827,09/05/2015 04:55:00 PM,005XX N CENTRAL AVE,460,BATTERY,SIMPLE,HOTEL/MOTEL,TRUE,FALSE,1523,15,37,25,08B,1138943,1902924,2015,02/10/2018 03:50:01 PM,41.88974191,-87.765198,"(41.889741913, -87.765198001)",52,22216,26,672,7,32,25,85
